"user_id","travelled_more_2_p","is_married","has_children","is_frequent_flyer","is_weekender","short_trip","is_long_distance_traveler","high_base_fare","high_price_per_p_km","is_old_age","is_low_page_clicks","is_low_session_time","has_no_bags","has_bags","traveled_alone","trip_during_the_week","is_dreamer","has_bookings","score_is_frequent_flyer","score_is_long_distance_traveler","score_is_weekender","score_is_dreamer","score_is_senior","score_is_business","score_is_luxury","score_is_family","segment","perks"
"220725","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"224996","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0.5","0","0.2","0.4","0.0","0.1","Weekender","exclusive Weekenddeals"
"226367","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.2","Family","30% discount for groups of >= 3 with children"
"228195","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0.0","1","0.0","0.0","0.0","0.1","Dreamer","Low-cost-trial"
"228872","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"229009","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","1","0","1","0.0","0","0.2","0.2","0.5","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"229330","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.5","0","0.2","0.0","0.0","0.3","Weekender","exclusive Weekenddeals"
"232647","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"249521","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0.5","0","0.2","0.2","0.0","0.4","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"252835","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0.0","0","0.2","0.2","0.0","0.3","Frequent Flyer","Streak Rewards"
"258451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.0","Senior","Easy Booking“-Mode"
"276512","0","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.5","0","0.2","0.2","0.0","0.4","Weekender","exclusive Weekenddeals"
"281952","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0.0","0","0.2","0.6","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"283325","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.1","Business","Instant-Rescheduling & Flexible Cancellation"
"290123","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0.0","0","0.2","0.0","0.0","0.3","Frequent Flyer","Streak Rewards"
"297546","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"298253","0","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0.0","0","0.2","0.2","0.0","0.4","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"299476","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0.5","0","0.2","0.8","0.0","0.1","Business","Instant-Rescheduling & Flexible Cancellation"
"306165","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0.0","1","0.0","0.2","0.0","0.0","Dreamer","Low-cost-trial"
"306819","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"312488","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.3","Business","Instant-Rescheduling & Flexible Cancellation"
"313724","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.2","Family","30% discount for groups of >= 3 with children"
"316527","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"317688","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"322867","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"324191","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"328590","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0.0","0","0.2","0.0","0.5","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"330764","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0.0","0","0.2","0.4","0.0","0.8","Family","30% discount for groups of >= 3 with children"
"330893","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"331039","1","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0.0","0","0.2","0.0","0.5","1.0","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"334787","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"337227","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0.0","1","0.0","0.2","0.0","0.1","Dreamer","Low-cost-trial"
"338086","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"340166","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0.5","0","0.2","0.2","0.0","0.2","Weekender","exclusive Weekenddeals"
"343928","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","0","1","0.0","0","0.2","0.4","0.5","0.3","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"347778","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0.0","0","0.2","0.0","0.5","0.2","Frequent Flyer","Streak Rewards"
"348817","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"349132","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.0","Business","Instant-Rescheduling & Flexible Cancellation"
"350648","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.0","Business","Instant-Rescheduling & Flexible Cancellation"
"353271","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","0","1","0","0","0.0","0","0.2","0.8","0.0","0.1","Business","Instant-Rescheduling & Flexible Cancellation"
"353694","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"354050","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0.0","0","0.2","0.0","0.0","0.2","Frequent Flyer","Streak Rewards"
"354260","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0.0","0","0.2","0.2","0.0","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"354311","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0.0","0","0.2","0.2","0.0","0.3","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"354950","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"356046","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0.0","0","0.2","0.2","0.5","0.0","Luxury","Exclusive Concierge Service"
"357737","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"359072","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"359080","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0.0","0","0.2","0.0","0.5","0.3","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"359653","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0.0","0","0.2","0.6","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"361459","0","1","1","0","0","1","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0.5","0","0.2","0.4","0.0","0.4","Weekender","exclusive Weekenddeals"
"361759","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.5","0.3","Luxury","Exclusive Concierge Service"
"363535","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.2","Family","30% discount for groups of >= 3 with children"
"371201","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.5","0","0.2","0.2","0.0","0.3","Weekender","exclusive Weekenddeals"
"372970","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0.0","0","0.2","0.2","0.0","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"373489","1","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0.0","0","0.2","0.0","0.5","1.0","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"374331","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"374340","0","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","1","0","1","0.0","0","0.2","0.2","0.5","0.3","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"374341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.0","Senior","Easy Booking“-Mode"
"375160","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0.0","1","0.0","0.2","0.0","0.0","Dreamer","Low-cost-trial"
"375729","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"375751","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"376159","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"377069","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0.0","0","1.0","0.0","0.5","0.3","Senior","Easy Booking“-Mode"
"377411","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.1","Business","Instant-Rescheduling & Flexible Cancellation"
"378565","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"379543","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"380434","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"380436","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.5","0.2","Luxury","Exclusive Concierge Service"
"380757","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"380949","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0.0","0","0.2","0.2","0.0","0.2","Frequent Flyer","Streak Rewards"
"381259","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","1","0","1","0.5","0","0.2","0.6","0.0","0.3","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"381465","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.0","Business","Instant-Rescheduling & Flexible Cancellation"
"382181","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"382384","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","1","0","0","0.0","0","0.2","0.8","0.0","0.3","Business","Instant-Rescheduling & Flexible Cancellation"
"382533","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0.0","1","0.0","0.2","0.0","0.0","Dreamer","Low-cost-trial"
"386255","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.1","Business","Instant-Rescheduling & Flexible Cancellation"
"386469","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0.0","1","0.0","0.2","0.0","0.0","Dreamer","Low-cost-trial"
"386914","1","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0.5","0","0.2","0.0","0.5","1.0","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"387282","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.1","Business","Instant-Rescheduling & Flexible Cancellation"
"387783","0","1","1","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","0","0.0","0","0.2","1.0","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"388328","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"388947","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"389434","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0.0","0","0.2","0.2","0.5","0.2","Frequent Flyer","Streak Rewards"
"389662","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"389759","0","0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","0","1","0.0","0","0.2","0.0","1.0","0.3","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"390811","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"392453","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"395202","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.0","Business","Instant-Rescheduling & Flexible Cancellation"
"395981","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.5","0","0.2","0.0","0.0","0.3","Weekender","exclusive Weekenddeals"
"396552","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"399137","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"399218","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"399799","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"400582","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.1","Business","Instant-Rescheduling & Flexible Cancellation"
"400899","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"402332","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.0","Business","Instant-Rescheduling & Flexible Cancellation"
"402978","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"403881","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0.0","0","0.2","0.0","0.0","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"404879","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"405305","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.5","0","0.2","0.0","0.0","0.4","Weekender","exclusive Weekenddeals"
"406210","0","0","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0.0","0","0.2","0.3","0.0","0.3","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"407118","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"407275","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"407434","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"407642","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0.5","0","0.2","0.4","0.0","0.0","Weekender","exclusive Weekenddeals"
"408551","0","1","1","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0.0","0","0.2","0.4","0.0","0.4","Business","Instant-Rescheduling & Flexible Cancellation"
"409073","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0.0","0","0.2","0.2","0.0","0.3","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"411179","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.2","Business","Instant-Rescheduling & Flexible Cancellation"
"411701","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0.0","0","0.2","0.2","0.5","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"413128","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.2","Family","30% discount for groups of >= 3 with children"
"413340","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.4","Family","30% discount for groups of >= 3 with children"
"413418","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.2","Family","30% discount for groups of >= 3 with children"
"413658","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.5","1.0","Family","30% discount for groups of >= 3 with children"
"414128","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0.0","0","0.2","0.0","0.5","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"415282","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0.0","0","0.2","0.3","0.5","0.2","Luxury","Exclusive Concierge Service"
"415381","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"415581","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.5","0.3","Luxury","Exclusive Concierge Service"
"416319","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"416580","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0.0","0","0.2","0.0","0.0","0.2","Family","30% discount for groups of >= 3 with children"
"417679","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0.0","0","0.2","0.0","0.0","0.2","Frequent Flyer","Streak Rewards"
"418329","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"418488","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0.0","0","0.2","0.2","0.0","0.3","Family","30% discount for groups of >= 3 with children"
"418692","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0.0","0","0.2","0.0","0.5","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
"420648","0","1","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0.0","0","0.2","0.5","0.0","0.2","Long Distance Traveler","50% more Reward Points for Long-distance-Trips"
