"user_id","total_sessions","avg_page_clicks","no_bookings","total_bookings","total_hotel_bookings","total_flights_bookings","total_seats","avg_price","avg_departure_weekday","avg_return_weekday","avg_flight_distanz","avg_price_per_p_km","avg_session_time","avg_bags_per_flight","avg_seats_per_flight","avg_nights_per_flight","ratio_nothing_booked","is_married","has_children","is_senior"
"204943","8","37","false","6","6","6","9","475.9657142857142857","3.4285714285714286","3.7142857142857143","1834.09387344707","0.187437822474743","17.39166666666666667083","1.2857142857142857","1.4285714285714286","7.7142857142857143","0.00000000000000000000","false","false","false"
"204997","8","55","false","4","2","3","4","991.1260000000000000","4.0000000000000000","3.6000000000000000","3180.82718467312","0.183773975741538","23.31963250416666666667","0.60000000000000000000","1.6000000000000000","5.5000000000000000","0.00000000000000000000","true","false","false"
"205044","9","15","false","3","3","3","6","916.1166666666666667","4.0000000000000000","2.6666666666666667","2396.83900614284","0.189030256234155","1.83888888888888888889","0.33333333333333333333","2.0000000000000000","5.3333333333333333","0.00000000000000000000","true","true","false"
"206011","8","20","false","4","3","4","4","261.6475000000000000","2.5000000000000000","2.2500000000000000","1452.06135045008","0.177744930181051","2.43541666666666666250","0.25000000000000000000","1.00000000000000000000","3.3333333333333333","0.00000000000000000000","false","true","false"
"216796","8","16","false","1","1","1","2","2500.8700000000000000","5.0000000000000000","2.0000000000000000","7494.88784627147","0.166838387131045","8.18880736666666665000","2.0000000000000000","2.0000000000000000","11.0000000000000000","0.00000000000000000000","false","false","false"
"217114","9","7","true","0","0","0","","","","","","","0.83148148148148148148","","","","0.00000000000000000000","true","true","false"
"217136","8","13","false","2","2","1","1","539.5700000000000000","3.0000000000000000","6.0000000000000000","3095.34044367955","0.174316851350474","1.65625000000000000417","0.00000000000000000000","1.00000000000000000000","2.5000000000000000","0.00000000000000000000","false","true","false"
"220725","9","35","false","4","3","4","4","484.5840000000000000","3.6000000000000000","3.8000000000000000","2764.46364074124","0.176822361992718","15.81481481481481480741","0.20000000000000000000","1.00000000000000000000","4.7500000000000000","0.00000000000000000000","false","false","false"
"224996","8","13","false","2","1","2","2","448.8050000000000000","5.0000000000000000","4.0000000000000000","2488.12826284652","0.180561039491377","1.57708333333333333750","0.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","false","true","false"
"226367","8","14","false","3","3","3","4","296.4033333333333333","3.0000000000000000","3.6666666666666667","1633.1960227086","0.163277386549727","1.75833333333333335000","0.66666666666666666667","1.3333333333333333","2.6666666666666667","0.00000000000000000000","false","false","false"
"228195","9","13","true","0","0","0","","","","","","","1.59629629629629629630","","","","0.00000000000000000000","false","true","false"
"228872","8","16","false","2","2","1","1","509.2100000000000000","2.0000000000000000","1.00000000000000000000","2953.67303973549","0.172398905752142","1.96666666666666668333","1.00000000000000000000","1.00000000000000000000","7.0000000000000000","0.00000000000000000000","false","false","false"
"229009","8","18","false","3","2","3","3","1127.2225000000000000","5.2500000000000000","0.50000000000000000000","12190.5037944082","0.128242568237012","4.41309048749999998333","0.25000000000000000000","1.00000000000000000000","2.5000000000000000","0.00000000000000000000","false","false","false"
"229330","8","16","false","4","4","4","7","387.0275000000000000","1.2500000000000000","3.0000000000000000","1175.69000502985","0.186537206913261","1.99375000000000001667","0.25000000000000000000","1.7500000000000000","2.0000000000000000","0.00000000000000000000","true","false","false"
"232647","8","13","false","2","1","1","1","237.1000000000000000","5.0000000000000000","1.00000000000000000000","1436.75101860867","0.165025113557674","1.56458333333333334583","1.00000000000000000000","1.00000000000000000000","11.0000000000000000","0.00000000000000000000","false","false","false"
"249521","8","19","false","2","2","1","1","642.0200000000000000","3.0000000000000000","6.0000000000000000","3739.58995128153","0.171681924586407","2.34374999999999999583","1.00000000000000000000","1.00000000000000000000","2.0000000000000000","0.00000000000000000000","true","true","false"
"252835","8","15","false","5","4","5","5","335.3100000000000000","2.8000000000000000","2.8000000000000000","1859.23911236628","0.180602800590022","1.80416666666666666250","0.60000000000000000000","1.00000000000000000000","3.2500000000000000","0.00000000000000000000","false","true","false"
"258451","8","21","false","1","1","0","","","","","","","3.66458333333333334167","","","13.0000000000000000","0.00000000000000000000","false","false","false"
"276512","8","12","false","1","1","1","1","395.6900000000000000","5.0000000000000000","1.00000000000000000000","2409.25328866237","0.164237609163829","1.52291666666666667500","1.00000000000000000000","1.00000000000000000000","2.0000000000000000","0.00000000000000000000","true","true","false"
"281952","8","20","false","2","2","2","2","342.3600000000000000","2.0000000000000000","4.0000000000000000","1966.83057184811","0.177918863107665","2.4395833333333333","1.5000000000000000","1.00000000000000000000","1.5000000000000000","0.00000000000000000000","false","false","false"
"283325","8","14","false","2","2","1","1","453.2700000000000000","0.00000000000000000000","6.0000000000000000","2838.4429465578","0.159689663852389","1.76041666666666666250","0.00000000000000000000","1.00000000000000000000","3.5000000000000000","0.00000000000000000000","true","false","false"
"290123","9","21","false","7","6","7","11","685.1585714285714286","3.1428571428571429","2.6666666666666667","2533.38019733918","0.154697406988602","2.59814814814814813704","0.85714285714285714286","1.5714285714285714","3.0000000000000000","0.00000000000000000000","true","false","false"
"297546","8","26","false","5","5","4","6","415.1800000000000000","3.5000000000000000","4.7500000000000000","1772.73708424132","0.186465082908603","3.2145833333333333","0.75000000000000000000","1.5000000000000000","5.8000000000000000","0.00000000000000000000","true","false","false"
"298253","8","12","false","1","0","1","1","712.4200000000000000","3.0000000000000000","5.0000000000000000","4183.68105154044","0.170285447485937","1.52916666666666667917","2.0000000000000000","1.00000000000000000000","","0.00000000000000000000","true","true","false"
"299476","9","21","false","1","1","1","1","192.3800000000000000","1.00000000000000000000","4.0000000000000000","1090.00040724776","0.176495346901527","2.56851851851851853704","0.00000000000000000000","1.00000000000000000000","2.0000000000000000","0.00000000000000000000","true","false","false"
"306165","8","11","true","0","0","0","","","","","","","1.37500000000000000833","","","","0.00000000000000000000","false","false","false"
"306819","8","41","false","2","2","2","2","90.0533333333333333","1.3333333333333333","3.6666666666666667","491.638034805276","0.181141105550137","17.69791666666666667083","0.33333333333333333333","1.00000000000000000000","1.3333333333333333","0.00000000000000000000","true","true","false"
"312488","8","10","false","1","1","1","1","407.1000000000000000","0.00000000000000000000","1.00000000000000000000","2171.53376032169","0.187471181631407","1.18333333333333332917","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","0.00000000000000000000","true","false","false"
"313724","8","44","false","5","5","4","5","382.2600000000000000","2.8000000000000000","4.8000000000000000","1840.51992220497","0.175368751354444","18.5062500000000000","0.80000000000000000000","1.2000000000000000","3.3333333333333333","0.00000000000000000000","false","false","false"
"316527","8","17","false","4","4","4","5","434.9725000000000000","4.2500000000000000","5.0000000000000000","1940.68035144216","0.178805889364093","2.16666666666666666667","0.25000000000000000000","1.2500000000000000","3.5000000000000000","0.00000000000000000000","true","true","false"
"317688","8","17","false","4","4","4","4","309.6850000000000000","4.0000000000000000","1.5000000000000000","1634.68744567595","0.186988255508894","2.06666666666666667083","0.50000000000000000000","1.00000000000000000000","2.2500000000000000","0.00000000000000000000","false","true","false"
"322867","8","10","false","1","1","1","1","173.0400000000000000","3.0000000000000000","4.0000000000000000","919.997617427402","0.188087443621727","1.28333333333333332083","1.00000000000000000000","1.00000000000000000000","8.0000000000000000","0.00000000000000000000","false","false","false"
"324191","8","11","false","2","2","2","3","49.8700000000000000","3.0000000000000000","2.0000000000000000","176.271345542896","0.182970748312302","1.33541666666666666667","0.50000000000000000000","1.5000000000000000","5.0000000000000000","0.00000000000000000000","false","false","false"
"328590","8","48","false","3","2","3","5","914.1525000000000000","5.7500000000000000","2.5000000000000000","3677.9273462269","0.176183773418488","18.09166666666666666250","0.25000000000000000000","1.5000000000000000","5.5000000000000000","0.00000000000000000000","false","false","false"
"330764","8","47","false","3","2","1","3","375.5200000000000000","1.00000000000000000000","2.0000000000000000","684.27612199149","0.182928103598053","17.68541666666666665833","1.00000000000000000000","3.0000000000000000","4.5000000000000000","0.00000000000000000000","false","false","false"
"330893","8","17","false","3","3","3","3","287.2033333333333333","1.6666666666666667","2.6666666666666667","1603.3546941027","0.182306197529435","2.06666666666666667083","0.66666666666666666667","1.00000000000000000000","2.3333333333333333","0.00000000000000000000","true","true","false"
"331039","8","25","false","1","1","1","4","2290.8700000000000000","4.0000000000000000","0.00000000000000000000","3192.22576738996","0.179410086169522","10.16742021666666667917","3.0000000000000000","4.0000000000000000","8.0000000000000000","0.00000000000000000000","true","true","false"
"334787","8","15","false","3","3","3","3","252.7233333333333333","4.0000000000000000","2.3333333333333333","1377.95977562228","0.182667031899013","1.84791666666666666667","0.66666666666666666667","1.00000000000000000000","2.3333333333333333","0.00000000000000000000","false","false","false"
"337227","8","10","true","0","0","0","","","","","","","1.28333333333333332917","","","","0.00000000000000000000","true","false","false"
"338086","8","17","false","2","2","2","2","490.8450000000000000","4.0000000000000000","3.0000000000000000","2658.55484402491","0.185006479294883","2.14166666666666666250","0.50000000000000000000","1.00000000000000000000","1.5000000000000000","0.00000000000000000000","false","true","false"
"340166","8","11","false","1","1","0","","","","","","","1.36041666666666667500","","","2.0000000000000000","0.00000000000000000000","true","true","false"
"343928","8","15","false","2","1","2","3","2775.3100000000000000","3.0000000000000000","4.0000000000000000","11233.1013377383","0.162942107604003","1.87916666666666667500","0.50000000000000000000","1.5000000000000000","4.0000000000000000","0.00000000000000000000","true","false","false"
"347778","9","18","false","5","4","5","8","846.7380000000000000","3.4000000000000000","2.2000000000000000","2557.17065442659","0.172964744428481","2.22222222222222221852","1.00000000000000000000","1.6000000000000000","3.2500000000000000","0.00000000000000000000","false","false","false"
"348817","8","16","false","4","4","3","3","458.2066666666666667","4.0000000000000000","2.6666666666666667","2522.8680668951","0.182040345143667","1.93333333333333333750","0.66666666666666666667","1.00000000000000000000","3.0000000000000000","0.00000000000000000000","false","false","false"
"349132","8","14","false","2","2","1","1","226.3600000000000000","2.0000000000000000","0.00000000000000000000","1208.60494102903","0.187290314904119","1.79583333333333333750","0.00000000000000000000","1.00000000000000000000","6.0000000000000000","0.00000000000000000000","false","false","false"
"350648","8","37","false","1","1","1","1","212.1800000000000000","0.00000000000000000000","4.0000000000000000","1265.36821136469","0.167682416939466","13.45311603749999999167","0.00000000000000000000","1.00000000000000000000","4.0000000000000000","0.00000000000000000000","false","false","false"
"353271","8","11","false","1","1","1","2","408.4000000000000000","3.0000000000000000","4.0000000000000000","1177.31691456526","0.173445227426639","1.31458333333333334167","0.00000000000000000000","2.0000000000000000","0.00000000000000000000","0.00000000000000000000","false","true","false"
"353694","8","13","false","2","2","2","3","230.6850000000000000","2.5000000000000000","2.0000000000000000","1336.32601700837","0.131162996025711","1.54166666666666667500","0.50000000000000000000","1.5000000000000000","5.0000000000000000","0.00000000000000000000","false","true","false"
"354050","8","22","false","5","5","5","6","391.5760000000000000","4.0000000000000000","2.2500000000000000","2093.09361585951","0.163723896191495","2.65208333333333332500","0.20000000000000000000","1.2000000000000000","2.8000000000000000","0.00000000000000000000","false","false","false"
"354260","8","15","false","2","1","2","2","582.5050000000000000","3.5000000000000000","2.5000000000000000","3215.73505772818","0.181881658688392","1.79791666666666667083","1.00000000000000000000","1.00000000000000000000","3.0000000000000000","0.00000000000000000000","false","false","false"
"354311","8","12","false","2","1","2","2","536.4450000000000000","3.5000000000000000","2.5000000000000000","3238.71314155218","0.165854957844655","1.53333333333333332083","0.50000000000000000000","1.00000000000000000000","4.0000000000000000","0.00000000000000000000","true","false","false"
"354950","8","13","false","1","1","1","1","460.5400000000000000","4.0000000000000000","4.0000000000000000","2618.4623621738","0.175881848314088","1.56875000000000000417","1.00000000000000000000","1.00000000000000000000","7.0000000000000000","0.00000000000000000000","true","false","false"
"356046","8","13","false","2","2","2","3","391.9050000000000000","3.0000000000000000","2.5000000000000000","1782.93558884681","0.195554608109291","1.56666666666666666250","0.00000000000000000000","1.5000000000000000","2.5000000000000000","0.00000000000000000000","false","false","false"
"357737","8","52","false","5","5","4","4","435.3800000000000000","2.2000000000000000","2.2000000000000000","2595.14279542939","0.165743572043426","18.35208333333333332917","0.40000000000000000000","1.00000000000000000000","3.8333333333333333","0.00000000000000000000","true","true","false"
"359072","8","40","false","3","3","3","3","197.6175000000000000","2.5000000000000000","4.2500000000000000","1051.1392585904","0.181497162816892","16.39539336875000000000","0.25000000000000000000","1.00000000000000000000","2.5000000000000000","0.00000000000000000000","true","true","false"
"359080","8","16","false","4","2","4","5","1288.3900000000000000","3.2500000000000000","2.5000000000000000","4684.89749347102","0.17767933295839","1.98333333333333332917","1.00000000000000000000","1.2500000000000000","3.0000000000000000","0.00000000000000000000","true","false","false"
"359653","8","16","false","2","2","2","2","392.1650000000000000","2.0000000000000000","5.0000000000000000","2138.39804556865","0.184615582347378","1.96666666666666666250","1.00000000000000000000","1.00000000000000000000","2.5000000000000000","0.00000000000000000000","false","false","false"
"361459","8","7","false","1","1","1","1","393.9100000000000000","0.00000000000000000000","3.0000000000000000","2403.54304077452","0.163887225365877","0.93333333333333333333","1.00000000000000000000","1.00000000000000000000","2.0000000000000000","0.00000000000000000000","true","true","false"
"361759","9","15","false","4","3","4","4","415.1475000000000000","1.00000000000000000000","3.5000000000000000","2133.30762186216","0.193719593154127","1.89814814814814815556","0.50000000000000000000","1.00000000000000000000","1.3333333333333333","0.00000000000000000000","true","false","false"
"363535","8","31","false","3","3","3","4","332.0375000000000000","3.2500000000000000","5.6666666666666667","1783.61071168108","0.168078046267818","14.19322597916666666250","0.75000000000000000000","1.2500000000000000","3.0000000000000000","0.00000000000000000000","false","false","false"
"371201","8","13","false","1","0","1","1","199.4700000000000000","5.0000000000000000","0.00000000000000000000","1060.94885802454","0.188010947456419","1.61875000000000000417","3.0000000000000000","1.00000000000000000000","","0.00000000000000000000","false","true","false"
"372970","8","13","false","2","2","2","2","646.6500000000000000","0.50000000000000000000","2.5000000000000000","4048.08776450087","0.15944503682202","1.57708333333333332917","0.50000000000000000000","1.00000000000000000000","1.5000000000000000","0.00000000000000000000","false","false","false"
"373489","9","13","false","1","1","1","4","7451.3100000000000000","5.0000000000000000","4.0000000000000000","20504.1432095438","0.0908512723971285","1.60740740740740740370","3.0000000000000000","4.0000000000000000","13.0000000000000000","0.00000000000000000000","true","true","false"
"374331","8","42","false","2","1","1","1","236.2600000000000000","3.0000000000000000","4.0000000000000000","1338.86324098594","0.176463131384515","17.18750000000000000000","1.00000000000000000000","1.00000000000000000000","12.0000000000000000","0.00000000000000000000","false","false","false"
"374340","9","9","false","1","0","1","2","3966.1900000000000000","3.0000000000000000","5.0000000000000000","16455.3882524891","0.120513412966724","1.07407407407407406667","1.00000000000000000000","2.0000000000000000","","0.00000000000000000000","true","false","false"
"374341","8","13","false","3","3","0","","","","","","","1.63541666666666667500","","","7.3333333333333333","0.00000000000000000000","false","false","false"
"375160","8","5","true","0","0","0","","","","","","","0.63333333333333333333","","","","0.00000000000000000000","false","false","false"
"375729","8","18","false","3","3","3","3","344.0533333333333333","2.3333333333333333","3.6666666666666667","1877.0154646214","0.185939793809544","2.18541666666666667083","0.33333333333333333333","1.00000000000000000000","3.0000000000000000","0.00000000000000000000","false","false","false"
"375751","8","24","false","3","2","3","3","235.8533333333333333","3.6666666666666667","2.3333333333333333","1321.671711182","0.175132144201653","2.94583333333333334167","0.33333333333333333333","1.00000000000000000000","3.5000000000000000","0.00000000000000000000","true","false","false"
"376159","8","13","false","2","2","1","1","367.2400000000000000","4.0000000000000000","0.00000000000000000000","2175.00615255863","0.168845499387663","1.59166666666666667500","1.00000000000000000000","1.00000000000000000000","3.0000000000000000","0.00000000000000000000","false","false","false"
"377069","8","33","false","1","0","1","2","926.6700000000000000","6.0000000000000000","6.0000000000000000","2911.72778887876","0.159127169019608","15.94375000000000000417","1.00000000000000000000","2.0000000000000000","","0.00000000000000000000","true","false","true"
"377411","8","15","false","2","2","2","3","504.3050000000000000","5.0000000000000000","1.5000000000000000","1493.44955842752","0.177326676835246","1.84375000000000000000","0.00000000000000000000","1.5000000000000000","3.0000000000000000","0.00000000000000000000","true","false","false"
"378565","8","17","false","5","5","2","2","354.8150000000000000","3.0000000000000000","4.0000000000000000","2021.57471156105","0.174086855340325","2.11874999999999999167","0.50000000000000000000","1.00000000000000000000","9.0000000000000000","0.00000000000000000000","true","true","false"
"379543","8","13","false","3","3","3","3","385.0400000000000000","2.6666666666666667","2.0000000000000000","2196.66026841706","0.17628363428185","1.59375000000000000000","0.33333333333333333333","1.00000000000000000000","2.6666666666666667","0.00000000000000000000","true","false","false"
"380434","8","14","false","3","3","3","3","356.9200000000000000","5.0000000000000000","2.0000000000000000","1929.34197373396","0.185624333868345","1.73958333333333332917","0.33333333333333333333","1.00000000000000000000","2.6666666666666667","0.00000000000000000000","true","true","false"
"380436","8","13","false","1","1","1","1","113.2500000000000000","6.0000000000000000","5.0000000000000000","576.181998560152","0.196552478701184","1.65625000000000000417","1.00000000000000000000","1.00000000000000000000","5.0000000000000000","0.00000000000000000000","false","false","false"
"380757","8","15","false","3","3","3","3","165.2066666666666667","2.6666666666666667","3.5000000000000000","1693.17508485464","0.145880385059146","1.90208333333333333334","0.33333333333333333333","1.00000000000000000000","5.0000000000000000","0.00000000000000000000","false","true","false"
"380949","8","54","false","5","4","5","5","368.6450000000000000","3.8333333333333333","3.3333333333333333","2040.47358677816","0.178251333600272","18.5979166666666667","0.16666666666666666667","1.00000000000000000000","2.6000000000000000","0.00000000000000000000","false","false","false"
"381259","8","12","false","1","1","1","1","719.4800000000000000","1.00000000000000000000","3.0000000000000000","3816.76800526194","0.188505038558303","1.51666666666666667083","1.00000000000000000000","1.00000000000000000000","2.0000000000000000","0.00000000000000000000","false","true","false"
"381465","8","31","false","4","4","2","2","126.3166666666666667","1.6666666666666667","6.0000000000000000","784.291411819437","0.119511365697777","6.97800300000000000417","0.00000000000000000000","1.00000000000000000000","7.4000000000000000","0.00000000000000000000","false","false","false"
"382181","8","13","false","3","2","3","3","357.6800000000000000","3.3333333333333333","2.6666666666666667","2089.94470207873","0.174836818928423","1.63541666666666667500","0.66666666666666666667","1.00000000000000000000","3.0000000000000000","0.00000000000000000000","true","false","false"
"382384","8","9","false","1","1","1","1","228.6300000000000000","3.0000000000000000","5.0000000000000000","1239.89552666384","0.184394567996523","1.16874999999999999167","1.00000000000000000000","1.00000000000000000000","0.00000000000000000000","0.00000000000000000000","true","false","false"
"382533","8","9","true","0","0","0","","","","","","","1.08750000000000000417","","","","0.00000000000000000000","false","false","false"
"386255","8","8","false","1","1","0","","","","","","","0.99166666666666667084","","","4.0000000000000000","0.00000000000000000000","false","true","false"
"386469","9","11","true","0","0","0","","","","","","","1.31666666666666666667","","","","0.00000000000000000000","false","false","false"
"386914","8","37","false","2","1","2","6","7445.0300000000000000","3.3333333333333333","2.0000000000000000","8776.13882649226","0.184112307763824","16.45624999999999999583","3.0000000000000000","3.6666666666666667","2.0000000000000000","0.00000000000000000000","true","true","false"
"387282","8","11","false","1","1","0","","","","","","","1.33541666666666666667","","","4.0000000000000000","0.00000000000000000000","false","true","false"
"387783","8","11","false","3","3","1","1","431.2600000000000000","1.00000000000000000000","3.0000000000000000","2296.18804339366","0.187815628271724","1.33125000000000000000","0.00000000000000000000","1.00000000000000000000","4.6666666666666667","0.00000000000000000000","true","true","false"
"388328","9","15","false","5","5","3","3","413.5666666666666667","2.0000000000000000","2.3333333333333333","2451.70377628975","0.168791414251531","1.84074074074074073333","1.00000000000000000000","1.00000000000000000000","5.0000000000000000","0.00000000000000000000","true","true","false"
"388947","9","12","false","3","2","3","3","434.6966666666666667","2.3333333333333333","2.0000000000000000","2373.17006964081","0.181412916370316","1.54259259259259260000","0.66666666666666666667","1.00000000000000000000","2.5000000000000000","0.00000000000000000000","false","false","false"
"389434","8","56","false","5","5","5","5","461.4383333333333333","4.0000000000000000","2.1666666666666667","2398.953147741","0.190194947574541","18.79166666666666666250","0.50000000000000000000","1.00000000000000000000","2.1666666666666667","0.00000000000000000000","false","false","false"
"389662","8","18","false","3","3","2","2","330.0900000000000000","3.5000000000000000","3.5000000000000000","1877.97115093426","0.175598713474116","2.26250000000000001250","1.00000000000000000000","1.00000000000000000000","1.6666666666666667","0.00000000000000000000","false","false","false"
"389759","8","20","false","3","3","3","5","1058.5633333333333333","1.3333333333333333","2.0000000000000000","3955.93324247392","0.194591896849512","2.39791666666666666667","0.33333333333333333333","1.6666666666666667","2.6666666666666667","0.00000000000000000000","false","true","false"
"390811","8","17","false","3","3","3","3","366.3400000000000000","1.3333333333333333","3.3333333333333333","2120.3722912218","0.174691760735416","2.03958333333333332500","0.66666666666666666667","1.00000000000000000000","3.6666666666666667","0.00000000000000000000","false","false","false"
"392453","8","10","false","1","1","1","1","393.9800000000000000","1.00000000000000000000","6.0000000000000000","2501.86393035225","0.157474591331803","1.20625000000000000833","1.00000000000000000000","1.00000000000000000000","11.0000000000000000","0.00000000000000000000","false","false","false"
"395202","8","9","false","1","1","0","","","","","","","1.10416666666666666667","","","13.0000000000000000","0.00000000000000000000","false","false","false"
"395981","8","13","false","3","3","3","4","671.6400000000000000","5.0000000000000000","2.6666666666666667","2642.55059771281","0.179953792512399","1.58750000000000000417","1.00000000000000000000","1.3333333333333333","2.0000000000000000","0.00000000000000000000","true","false","false"
"396552","8","14","false","4","4","4","4","206.2125000000000000","2.2500000000000000","4.0000000000000000","1557.15215058123","0.140579383840408","1.68958333333333333750","0.50000000000000000000","1.00000000000000000000","1.5000000000000000","0.00000000000000000000","true","false","false"
"399137","8","19","false","4","4","2","2","415.7350000000000000","5.0000000000000000","1.5000000000000000","2243.84321920388","0.185754450862616","2.38750000000000000417","1.00000000000000000000","1.00000000000000000000","4.0000000000000000","0.00000000000000000000","true","false","false"
"399218","8","15","false","2","1","2","2","243.9500000000000000","2.0000000000000000","4.5000000000000000","1372.42733593303","0.180657482718563","1.89374999999999998750","0.50000000000000000000","1.00000000000000000000","3.0000000000000000","0.00000000000000000000","true","true","false"
"399799","8","16","false","4","4","4","4","340.3000000000000000","1.7500000000000000","2.0000000000000000","2008.79001796582","0.157758962078339","1.94583333333333333333","0.50000000000000000000","1.00000000000000000000","2.7500000000000000","0.00000000000000000000","true","false","false"
"400582","8","16","false","4","4","3","3","215.6300000000000000","4.0000000000000000","2.3333333333333333","1211.30155473442","0.177768880590081","1.93958333333333331250","0.00000000000000000000","1.00000000000000000000","2.7500000000000000","0.00000000000000000000","true","false","false"
"400899","8","32","false","3","3","3","4","364.0033333333333333","2.3333333333333333","2.6666666666666667","1733.118193031","0.180916644859773","3.92291666666666668750","0.66666666666666666667","1.3333333333333333","4.0000000000000000","0.00000000000000000000","true","false","false"
